,Country,Region,Year,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
1615,Kiribati,Oceania,2002,65.5,217.1505,0.51,79,28.9,96,77,0.17,1537,7.0,0,1,63.7
1616,Kiribati,Oceania,2012,62.1,204.6575,0.38,94,29.7,92,94,0.17,1415,7.9,0,1,66.4
1617,Cameroon,Africa,2012,101.3,356.5925,6.42,85,24.1,85,85,1.55,1278,5.7,0,1,56.1
1618,Lao PDR,Asia,2014,56.3,199.529,6.74,88,22.7,88,88,0.16,2025,5.0,0,1,66.1
1619,Guatemala,Central America and Caribbean,2015,28.3,163.8125,1.65,74,26.5,69,74,0.03,3995,6.3,0,1,73.3
1620,Algeria,Africa,2003,36.5,127.5385,0.33,81,24.5,87,87,0.01,3490,6.5,0,1,72.1
1621,Moldova,Rest of Europe,2009,17.4,207.4875,6.24,89,26.6,87,85,0.43,2103,11.0,0,1,69.1
1622,Estonia,European Union,2003,8.5,199.678,11.64,93,25.7,95,94,0.08,12362,11.9,1,0,71.3
1623,Qatar,Middle East,2015,7.8,56.2695,1.03,99,29.1,99,99,0.06,63039,9.8,0,1,79.8
1624,Madagascar,Africa,2000,105.4,280.972,1.17,61,20.6,58,57,0.02,488,5.2,0,1,58.5
1625,"Egypt, Arab Rep.",Africa,2010,28.7,160.261,0.21,97,28.8,97,97,0.13,3485,6.5,0,1,70.3
1626,Guyana,South America,2005,41.4,223.5645,5.84,93,25.2,93,93,0.85,3944,7.9,0,1,66.7
1627,Tajikistan,Asia,2009,44.3,146.4255,0.66,93,25.1,93,93,0.17,752,10.9,0,1,68.4
1628,Mauritania,Africa,2015,82.7,203.5835,0.0,73,24.9,67,73,0.15,1524,4.3,0,1,63.9
1629,Kazakhstan,Asia,2012,16.3,216.56,3.73,95,26.1,98,99,0.13,9824,11.5,0,1,69.5
1630,Papua New Guinea,Oceania,2001,69.9,269.8105,0.65,59,24.2,52,55,0.61,1842,3.3,0,1,59.5
1631,Guinea-Bissau,Africa,2009,120.2,290.506,2.89,80,23.0,78,80,2.55,574,2.5,0,1,54.1
1632,Bahrain,Middle East,2002,11.6,83.6925,1.87,98,25.4,98,98,0.05,22258,8.4,0,1,74.8
1633,Norway,Rest of Europe,2013,2.9,60.485,6.21,88,26.5,94,94,0.04,73047,12.7,1,0,81.8
1634,Sri Lanka,Asia,2003,15.1,137.477,1.69,86,21.8,98,99,0.02,2037,10.2,0,1,73.8
1635,Peru,South America,2000,38.2,153.5785,4.76,84,25.0,93,98,0.19,3304,8.0,0,1,71.1
1636,Mauritania,Africa,2010,95.6,212.0,0.0,64,24.6,52,64,0.19,1417,3.8,0,1,62.5
1637,Kenya,Africa,2004,81.0,431.137,0.69,73,22.3,73,73,3.45,1160,5.7,0,1,53.5
1638,"Micronesia, Fed. Sts.",Oceania,2000,37.8,184.963,2.23,87,28.8,85,85,0.17,2895,4.8,0,1,64.6
1639,United Kingdom,Rest of Europe,2001,6.4,86.493,11.31,88,26.4,91,91,0.08,39888,11.8,1,0,78.0
1640,Lithuania,European Union,2010,6.0,191.1515,13.22,94,26.3,95,95,0.08,11107,11.6,1,0,73.3
1641,Australia,Oceania,2012,4.3,60.0415,10.03,91,27.0,92,92,0.05,55255,12.6,1,0,82.0
1642,Barbados,Central America and Caribbean,2005,15.7,116.6365,7.84,92,26.9,91,92,0.55,16952,9.2,0,1,77.9
1643,Togo,Africa,2005,103.1,330.64,1.84,81,22.6,80,82,1.78,468,4.2,0,1,54.6
1644,Uruguay,South America,2012,10.0,109.0375,6.55,95,26.9,95,95,0.24,14541,8.5,0,1,77.0
1645,Thailand,Asia,2012,12.4,154.351,7.1,98,24.0,99,99,0.2,5531,7.7,0,1,75.0
1646,Georgia,Rest of Europe,2010,14.2,170.768,7.72,95,26.8,88,92,0.12,3101,12.2,0,1,71.5
1647,Jordan,Middle East,2010,20.1,115.693,0.46,98,28.5,98,98,0.13,4644,9.8,0,1,73.4
1648,Cameroon,Africa,2004,130.6,394.661,4.69,81,23.5,72,73,2.99,1224,5.1,0,1,52.3
1649,Jamaica,Central America and Caribbean,2007,19.2,146.556,3.31,92,26.5,94,92,0.67,5308,8.4,0,1,74.1
1650,Bolivia,South America,2006,52.9,216.0405,3.13,83,25.4,82,83,0.19,2251,7.3,0,1,65.9
1651,Belarus,Rest of Europe,2005,8.7,248.5795,11.19,99,26.0,98,99,0.14,3880,9.3,0,1,68.9
1652,Malta,European Union,2003,7.2,61.136,6.54,89,27.0,94,94,0.08,17747,8.5,1,0,78.5
1653,Mali,Africa,2003,168.3,313.3725,0.56,79,21.9,67,63,0.86,678,1.5,0,1,50.4
1654,Vietnam,Asia,2013,22.2,127.4215,2.68,59,21.5,93,59,0.13,2315,7.9,0,1,75.0
1655,Kenya,Africa,2010,57.4,281.6775,1.52,90,22.8,90,90,2.04,1326,6.1,0,1,61.0
1656,Barbados,Central America and Caribbean,2006,15.6,114.561,8.12,84,27.0,85,84,0.52,17914,9.2,0,1,78.0
1657,Algeria,Africa,2006,32.1,114.4095,0.38,80,24.7,95,95,0.02,3760,7.0,0,1,73.5
1658,Denmark,European Union,2003,5.4,97.2905,11.53,88,25.1,96,96,0.04,49600,12.8,1,0,77.1
1659,Malaysia,Asia,2009,8.1,127.9145,0.5,96,24.9,97,97,0.18,7809,9.6,0,1,74.3
1660,India,Asia,2008,64.6,197.9155,1.92,29,21.2,69,70,0.12,1093,5.2,0,1,65.8
1661,Sao Tome and Principe,Central America and Caribbean,2000,82.0,220.45,5.07,70,23.5,87,82,1.31,1081,4.2,0,1,61.4
1662,Barbados,Central America and Caribbean,2010,15.0,106.695,8.66,86,27.3,90,86,0.38,16784,9.4,0,1,78.4
1663,Cameroon,Africa,2003,134.0,402.4095,4.6,81,23.4,72,73,3.26,1175,5.1,0,1,51.9
1664,Ukraine,Rest of Europe,2004,15.1,269.69,6.51,98,25.9,99,99,0.44,2065,10.7,0,1,68.2
1665,Gabon,Africa,2003,77.8,323.9475,6.41,70,24.0,44,45,3.0,7647,6.6,0,1,57.8
1666,Germany,European Union,2003,5.0,90.053,11.92,90,26.0,96,97,0.08,34620,12.5,1,0,78.4
1667,Sao Tome and Principe,Central America and Caribbean,2005,55.5,208.017,5.5,96,24.0,97,97,0.62,1206,4.5,0,1,64.7
1668,Malawi,Africa,2001,160.5,581.009,1.3,79,21.8,86,90,8.8,273,3.1,0,1,45.2
1669,Solomon Islands,Oceania,2003,29.8,208.273,1.2,79,25.2,84,84,0.17,1706,4.7,0,1,68.5
1670,Guinea,Africa,2008,123.3,299.6,0.21,57,22.5,59,60,1.02,696,1.6,0,1,55.6
1671,Barbados,Central America and Caribbean,2013,14.6,101.5875,9.05,91,27.5,91,91,0.31,16232,10.5,0,1,78.6
1672,Spain,European Union,2007,4.4,71.7905,11.05,96,26.2,96,96,0.09,27219,9.1,1,0,80.9
1673,St. Lucia,Central America and Caribbean,2007,18.8,150.5345,12.59,99,28.2,99,99,0.4,10174,7.7,0,1,74.4
1674,Kazakhstan,Asia,2005,31.0,274.4505,6.57,94,25.8,99,98,0.07,7155,11.7,0,1,65.9
1675,El Salvador,Central America and Caribbean,2002,29.6,216.117,2.85,81,26.2,81,81,0.37,3029,5.5,0,1,69.4
1676,Australia,Oceania,2005,5.7,66.521,10.3,95,26.7,92,92,0.05,50333,11.7,1,0,80.8
1677,Portugal,European Union,2001,6.6,108.319,12.63,70,25.6,96,97,0.22,19026,6.9,1,0,76.8
1678,Eritrea,Africa,2010,55.1,289.377,1.13,95,20.5,95,90,0.25,654,3.9,0,1,62.2
1679,Uzbekistan,Asia,2001,57.4,190.2825,2.92,99,24.9,99,99,0.02,1313,9.2,0,1,67.4
1680,Tajikistan,Asia,2007,48.8,151.8545,0.54,84,24.8,85,86,0.1,699,10.5,0,1,67.4
1681,Canada,North America,2013,5.5,66.0915,8.2,55,26.9,91,91,0.1,42846,12.9,1,0,81.7
1682,Uganda,Africa,2011,71.6,340.7545,8.79,82,22.0,79,82,2.89,814,5.4,0,1,58.1
1683,Slovenia,European Union,2009,3.4,88.8695,10.52,88,26.0,96,96,0.03,20428,12.1,1,0,79.0
1684,Djibouti,Africa,2008,81.2,286.076,0.49,88,23.8,89,89,0.5,1224,3.9,0,1,59.1
1685,Antigua and Barbuda,Central America and Caribbean,2005,12.9,146.703,7.44,99,25.6,98,99,0.1,15122,9.1,0,1,75.0
1686,Eswatini,Africa,2003,119.2,615.708,5.62,90,25.7,87,85,20.22,2662,3.4,0,1,43.4
1687,Slovenia,European Union,2000,5.5,120.8335,12.8,88,25.4,93,91,0.02,16241,11.6,1,0,75.4
1688,Estonia,European Union,2013,3.6,118.171,17.75,93,26.3,94,94,0.08,16553,12.6,1,0,77.1
1689,Kyrgyz Republic,Asia,2001,47.4,223.721,5.7,57,24.8,99,99,0.03,749,9.9,0,1,68.7
1690,Mauritius,Africa,2013,15.0,146.3845,3.17,98,25.1,98,98,0.81,8647,8.9,0,1,74.0
1691,New Zealand,Oceania,2006,6.5,74.797,9.36,87,27.3,89,89,0.03,35625,11.7,1,0,80.0
1692,Ghana,Africa,2007,78.0,265.4325,0.67,94,23.4,94,94,1.15,1240,6.5,0,1,59.7
1693,Afghanistan,Asia,2001,125.2,304.858,0.02,63,21.8,35,33,0.02,163,2.2,0,1,56.3
1694,Ireland,European Union,2007,4.6,73.766,13.17,95,26.9,92,92,0.06,51625,11.9,1,0,79.6
1695,Moldova,Rest of Europe,2000,31.5,241.2055,6.76,92,25.9,97,95,0.23,1338,9.0,0,1,67.0
1696,Rwanda,Africa,2000,185.2,442.3195,8.71,91,20.9,90,90,3.17,345,2.3,0,1,48.6
1697,Suriname,South America,2008,24.4,184.945,4.82,84,26.0,85,85,0.71,8445,7.7,0,1,69.9
1698,"Gambia, The",Africa,2007,83.8,282.4125,3.19,97,23.0,94,95,1.37,686,2.5,0,1,58.7
1699,Israel,Middle East,2000,6.9,78.6545,2.58,98,26.1,93,93,0.08,28748,12.0,1,0,79.0
1700,Solomon Islands,Oceania,2004,29.6,202.334,1.21,81,25.3,89,90,0.17,1774,4.8,0,1,68.8
1701,Botswana,Africa,2011,51.9,336.393,6.24,95,24.2,96,95,7.61,5899,8.9,0,1,61.9
1702,Brazil,South America,2004,26.5,171.4535,6.7,96,25.2,99,99,0.25,7206,6.2,0,1,71.5
1703,Brunei Darussalam,Asia,2006,9.5,93.9375,0.63,99,25.9,94,97,0.1,35456,8.5,0,1,74.2
1704,Moldova,Rest of Europe,2012,16.5,176.378,8.3,94,26.8,92,92,0.39,2374,11.4,0,1,70.6
1705,Bhutan,Asia,2004,61.2,260.832,0.97,89,22.7,90,89,0.23,1410,2.3,0,1,64.5
1706,"Yemen, Rep.",Middle East,2015,60.7,221.5195,0.03,69,23.7,63,69,0.03,1602,3.0,0,1,66.1
1707,Eritrea,Africa,2013,49.5,267.946,1.03,94,20.6,94,94,0.16,761,3.9,0,1,63.7
1708,Iraq,Middle East,2003,41.8,172.033,0.083,63,27.3,73,75,0.13,2352,5.5,0,1,68.6
1709,Zambia,Africa,2015,67.7,302.822,3.5,90,22.5,90,90,4.48,1338,6.9,0,1,61.7
1710,Madagascar,Africa,2001,100.8,276.098,1.05,61,20.7,60,60,0.03,501,5.2,0,1,59.1
1711,St. Vincent and the Grenadines,Central America and Caribbean,2002,21.9,182.1335,5.21,99,25.7,99,99,0.4,5706,7.7,0,1,71.0
1712,Kazakhstan,Asia,2015,11.9,182.111,3.33,98,26.3,98,98,0.14,10511,11.7,0,1,72.0
1713,Denmark,European Union,2001,5.6,101.2215,11.54,88,25.0,97,97,0.04,49470,11.4,1,0,76.8
1714,Mauritius,Africa,2000,18.8,172.883,4.58,88,24.5,88,88,1.21,5534,6.2,0,1,71.7
1715,Serbia,Rest of Europe,2015,6.3,114.328,7.2,94,26.0,95,95,0.02,5589,11.0,0,1,75.3
1716,Peru,South America,2005,26.5,141.9155,4.65,94,25.5,66,77,0.2,3868,8.7,0,1,72.9
1717,Solomon Islands,Oceania,2013,24.2,155.1685,0.94,94,26.0,85,94,0.17,2232,5.3,0,1,71.6
1718,United Kingdom,Rest of Europe,2003,6.2,84.179,11.28,88,26.5,91,91,0.08,41598,12.0,1,0,78.4
1719,Mauritania,Africa,2013,87.7,206.528,0.0,80,24.8,80,80,0.16,1470,4.1,0,1,63.4
1720,Belgium,European Union,2011,4.4,79.9355,10.14,97,26.0,98,98,0.08,39929,11.2,1,0,80.6
1721,Paraguay,South America,2015,22.3,145.351,5.21,93,26.6,93,93,0.14,5414,8.5,0,1,73.7
1722,Cuba,Central America and Caribbean,2009,6.5,95.7135,3.97,96,25.2,99,96,0.15,6601,10.8,0,1,78.3
1723,Malta,European Union,2011,6.6,54.9785,6.89,82,27.1,96,96,0.08,20566,10.5,1,0,80.7
1724,Kyrgyz Republic,Asia,2004,41.1,222.7265,6.65,99,25.1,98,99,0.08,831,10.1,0,1,68.2
1725,Belgium,European Union,2005,4.9,88.2405,12.21,77,25.7,97,97,0.08,38426,10.7,1,0,79.0
1726,Bulgaria,European Union,2001,16.7,158.938,11.07,93,25.3,94,94,0.02,3937,9.9,1,0,71.8
1727,Slovenia,European Union,2001,5.2,121.8735,11.58,88,25.4,93,92,0.02,16737,11.5,1,0,75.8
1728,Guinea,Africa,2000,164.2,324.7675,0.18,57,21.8,47,46,1.34,628,1.5,0,1,51.2
1729,Bolivia,South America,2005,56.2,219.8665,2.8,85,25.3,84,85,0.19,2186,7.0,0,1,65.3
1730,Saudi Arabia,Middle East,2001,20.7,107.6395,0.049,95,27.6,97,97,0.13,17032,6.8,0,1,72.8
1731,"Micronesia, Fed. Sts.",Oceania,2015,28.9,164.871,1.59,78,29.6,71,72,0.17,2907,8.0,0,1,67.3
1732,Morocco,Africa,2011,29.5,78.776,0.46,98,25.5,98,99,0.05,2631,4.4,0,1,74.7
1733,Montenegro,Rest of Europe,2004,11.4,133.3415,10.12,91,25.6,92,91,0.02,4819,10.4,0,1,73.4
1734,Hungary,European Union,2012,5.7,142.5135,11.13,88,27.0,99,99,0.08,11470,12.2,1,0,75.1
1735,Benin,Africa,2000,136.8,285.899,1.44,73,22.1,78,78,1.03,906,2.6,0,1,55.4
1736,Vanuatu,Oceania,2011,29.3,141.3175,1.82,63,26.0,75,65,0.17,2867,6.7,0,1,69.3
1737,Belize,Central America and Caribbean,2014,16.1,176.8185,6.73,95,28.8,95,95,0.39,4770,10.5,0,1,73.8
1738,Samoa,Oceania,2003,19.7,162.7035,4.16,83,30.8,90,83,0.17,3590,9.2,0,1,69.8
1739,Lesotho,Africa,2001,108.8,605.593,2.85,79,24.1,78,78,17.55,739,5.0,0,1,46.2
1740,Singapore,Asia,2002,3.4,73.007,2.16,95,23.5,94,94,0.15,34599,9.5,0,1,78.6
1741,Bolivia,South America,2001,71.3,235.6955,2.19,77,24.8,71,71,0.22,2054,7.3,0,1,63.1
1742,Russian Federation,Rest of Europe,2014,8.9,220.931,8.86,97,26.2,97,97,0.08,9521,11.9,0,1,70.7
1743,Seychelles,Africa,2003,13.7,172.5165,7.35,99,25.7,99,99,3.5,10198,7.6,0,1,71.0
1744,Lebanon,Middle East,2012,9.3,63.99,1.24,81,27.3,80,81,0.04,8434,8.1,0,1,78.6
1745,Chad,Africa,2012,139.8,371.3155,0.63,40,21.7,51,40,0.54,738,2.1,0,1,51.9
1746,Belgium,European Union,2008,4.6,86.6285,10.51,98,25.9,99,99,0.08,40152,11.0,1,0,79.7
1747,Dominican Republic,Central America and Caribbean,2004,36.9,180.6505,5.31,82,25.3,66,79,0.79,4305,6.9,0,1,70.5
1748,Botswana,Africa,2013,49.6,290.0855,5.07,95,24.2,96,95,6.07,6705,9.1,0,1,65.0
1749,Burkina Faso,Africa,2000,178.9,328.765,4.51,86,20.9,45,45,0.89,440,1.2,0,1,50.5
1750,Brunei Darussalam,Asia,2012,10.0,91.9455,0.96,99,26.7,92,99,0.1,34097,8.9,0,1,75.0
1751,Botswana,Africa,2014,50.2,269.3405,6.04,95,24.3,96,95,5.9,6896,9.2,0,1,66.3
1752,United Kingdom,Rest of Europe,2014,4.5,68.7755,9.45,88,27.1,95,95,0.08,44596,12.7,1,0,81.3
1753,United States,North America,2014,6.9,105.6355,8.78,92,28.8,93,95,0.12,55675,13.3,1,0,78.8
1754,Cabo Verde,Africa,2002,31.6,141.6955,3.87,40,23.5,92,91,0.39,2053,3.8,0,1,69.6
1755,Luxembourg,European Union,2003,3.8,87.4675,12.52,95,25.7,99,98,0.07,97598,10.9,1,0,77.7
1756,Chile,South America,2006,9.0,100.081,7.33,95,27.1,94,94,0.15,10714,9.5,0,1,77.9
1757,Cambodia,Asia,2008,51.3,202.626,1.35,91,21.4,91,91,0.22,867,3.9,0,1,65.4
1758,Iceland,Rest of Europe,2005,3.2,58.873,7.05,88,25.8,95,95,0.03,48851,10.0,1,0,81.5
1759,Myanmar,Asia,2004,79.7,228.498,0.64,74,21.6,92,82,0.49,481,3.5,0,1,61.3
1760,Bulgaria,European Union,2009,11.1,145.527,10.53,96,25.9,94,94,0.03,6289,10.6,1,0,73.4
1761,Russian Federation,Rest of Europe,2005,13.8,318.6295,11.59,97,26.0,98,98,0.08,7323,11.4,0,1,65.5
1762,Norway,Rest of Europe,2000,4.9,83.859,5.67,88,25.6,91,90,0.03,67438,12.0,1,0,78.6
1763,"Iran, Islamic Rep.",Middle East,2013,16.8,85.1195,0.01,99,26.0,98,98,0.05,5157,9.8,0,1,75.2
1764,Chad,Africa,2006,163.3,401.3725,0.49,27,21.4,49,40,0.91,657,1.6,0,1,48.9
1765,Liberia,Africa,2012,94.2,258.0005,3.75,80,23.9,80,80,3.5,713,4.3,0,1,60.7
1766,"Yemen, Rep.",Middle East,2000,95.0,253.0155,0.07,14,22.3,74,74,0.02,2384,1.2,0,1,60.7
1767,Croatia,European Union,2012,5.2,98.132,10.58,98,26.9,96,96,0.02,11547,11.0,1,0,76.9
1768,Liberia,Africa,2008,108.2,276.8845,3.9,64,23.7,79,75,3.5,626,4.0,0,1,58.2
1769,Iceland,Rest of Europe,2000,4.1,78.916,6.14,88,25.5,98,98,0.02,42175,9.4,1,0,79.7
1770,Saudi Arabia,Middle East,2012,10.8,91.4105,0.0,98,28.2,98,98,0.13,20250,9.4,0,1,74.3
1771,Algeria,Africa,2004,35.1,123.162,0.45,81,24.6,86,86,0.02,3593,6.7,0,1,72.6
1772,Haiti,Central America and Caribbean,2000,103.9,305.806,3.63,60,23.3,50,41,1.46,1316,3.8,0,1,57.1
1773,Russian Federation,Rest of Europe,2002,17.2,316.457,10.87,81,25.8,97,97,0.08,5910,11.4,0,1,65.1
1774,"Micronesia, Fed. Sts.",Oceania,2011,32.3,170.0125,1.87,83,29.4,83,84,0.17,3167,7.4,0,1,66.6
1775,Cameroon,Africa,2001,140.9,410.6215,4.38,81,23.1,61,63,3.91,1124,4.9,0,1,51.2
1776,Indonesia,Asia,2010,33.8,184.039,0.08,83,22.5,82,81,0.21,2720,7.4,0,1,69.2
1777,Australia,Oceania,2013,4.1,60.215,10.0,91,27.0,91,91,0.05,55724,12.6,1,0,82.1
1778,"Egypt, Arab Rep.",Africa,2008,31.3,165.137,0.21,97,28.6,97,97,0.13,3291,6.2,0,1,70.0
1779,Austria,European Union,2005,4.9,83.48,12.14,86,25.2,86,86,0.08,41281,9.9,1,0,79.3
1780,North Macedonia,Rest of Europe,2009,11.0,108.3685,3.67,95,26.2,96,96,0.08,4208,8.9,0,1,74.4
1781,France,European Union,2007,4.4,87.7925,12.95,42,25.0,99,98,0.11,36468,10.7,1,0,81.1
1782,Samoa,Oceania,2014,18.7,114.527,2.05,56,32.0,76,63,0.17,3932,10.3,0,1,72.5
1783,Angola,Africa,2013,98.5,249.2235,7.67,77,23.1,48,77,1.12,3169,4.9,0,1,58.1
1784,Bosnia and Herzegovina,Rest of Europe,2015,6.3,96.067,4.9,82,25.7,74,82,0.08,4730,9.0,0,1,76.9
1785,China,Asia,2012,13.5,88.5285,5.52,99,23.4,99,99,0.1,6592,7.5,0,1,75.0
1786,Benin,Africa,2014,99.8,245.6915,1.53,78,23.4,71,78,0.39,1088,3.3,0,1,60.3
1787,Ethiopia,Africa,2014,65.9,229.3955,0.65,77,20.5,68,77,0.22,596,2.5,0,1,64.5
1788,Mali,Africa,2010,130.3,285.833,0.6,72,22.6,77,73,0.52,732,2.0,0,1,55.3
1789,North Macedonia,Rest of Europe,2000,16.0,123.006,4.49,72,25.6,96,95,0.08,3283,6.5,0,1,72.9
1790,Uruguay,South America,2009,11.2,113.037,6.45,95,26.6,95,95,0.23,12496,8.4,0,1,76.6
1791,Bangladesh,Asia,2009,51.8,143.4765,0.003,97,21.0,97,97,0.01,932,4.8,0,1,69.5
1792,South Africa,Africa,2009,60.3,473.875,7.25,74,26.9,75,76,10.13,5992,10.1,0,1,56.5
1793,Comoros,Africa,2005,96.7,261.5155,0.24,68,23.3,67,68,0.02,1182,3.1,0,1,60.1
1794,Central African Republic,Africa,2012,136.2,453.1605,1.96,47,22.6,47,47,1.59,576,3.8,0,1,48.6
1795,South Africa,Africa,2005,78.8,508.6085,7.17,79,26.6,75,79,11.43,5588,8.9,0,1,53.4
1796,Ecuador,South America,2010,19.0,133.788,3.97,90,26.5,88,91,0.16,5324,7.9,0,1,75.1
1797,Tunisia,Africa,2001,27.9,109.8335,1.18,94,25.2,98,98,0.01,2965,5.1,0,1,73.4
1798,France,European Union,2002,5.1,98.657,13.92,29,24.9,97,97,0.11,34152,10.1,1,0,79.3
1799,Peru,South America,2014,16.4,125.6385,5.51,88,26.4,78,88,0.12,6109,9.4,0,1,75.5
1800,Brunei Darussalam,Asia,2015,10.6,88.093,0.67,99,27.0,99,99,0.1,31164,9.0,0,1,75.3
1801,Ireland,European Union,2002,6.5,86.879,13.95,95,26.5,83,83,0.05,44919,11.2,1,0,77.6
1802,Central African Republic,Africa,2003,164.2,542.026,1.61,45,21.8,44,47,3.29,442,3.1,0,1,44.2
1803,Timor-Leste,Oceania,2001,102.1,259.1975,0.5,75,20.0,50,55,0.04,1075,2.8,0,1,59.9
1804,Cote d'Ivoire,Africa,2003,133.1,461.2065,4.65,63,22.9,68,61,2.91,1567,3.5,0,1,49.6
1805,Lesotho,Africa,2000,106.9,568.77,3.09,79,24.0,82,83,18.69,715,4.9,0,1,47.7
1806,Trinidad and Tobago,Central America and Caribbean,2013,20.6,171.224,5.85,92,27.3,94,92,0.4,18441,10.8,0,1,72.6
1807,Senegal,Africa,2003,107.0,246.5465,0.19,87,22.3,73,73,0.59,1093,2.4,0,1,59.3
1808,Bulgaria,European Union,2012,9.8,135.0865,10.88,95,26.1,95,95,0.03,6694,10.8,1,0,74.3
1809,United Kingdom,Rest of Europe,2015,4.5,69.3335,9.59,88,27.1,96,96,0.08,45405,12.8,1,0,81.0
1810,France,European Union,2012,4.1,80.3445,12.22,78,25.0,99,99,0.1,36183,11.0,1,0,82.0
1811,Portugal,European Union,2012,3.7,80.7525,9.76,98,25.8,98,98,0.14,18655,8.5,1,0,80.4
1812,Lesotho,Africa,2002,110.7,642.4155,2.93,79,24.1,84,84,17.08,747,5.1,0,1,44.9
1813,Guatemala,Central America and Caribbean,2008,37.8,185.0735,2.1,95,25.8,96,95,0.13,3621,4.3,0,1,70.8
1814,Slovak Republic,European Union,2010,7.0,121.948,10.16,99,26.0,99,99,0.01,14526,11.6,1,0,75.1
1815,Sierra Leone,Africa,2001,219.4,519.6305,3.98,71,22.1,38,38,1.57,364,2.4,0,1,40.4
1816,Somalia,Africa,2012,147.8,320.8515,0.0,42,22.9,47,42,0.13,331,2.1,0,1,54.7
1817,Seychelles,Africa,2009,14.0,157.0575,5.2,99,26.2,99,99,3.5,11973,8.0,0,1,73.1
1818,Algeria,Africa,2007,30.7,110.033,0.34,90,24.8,95,95,0.02,3828,7.2,0,1,73.9
1819,Niger,Africa,2015,93.8,249.086,0.12,65,21.8,83,65,0.06,484,1.8,0,1,60.6
1820,Malta,European Union,2012,6.6,54.218,7.18,93,27.1,99,99,0.08,21222,10.8,1,0,80.7
1821,"Egypt, Arab Rep.",Africa,2003,39.4,172.614,0.14,98,28.0,98,98,0.13,2699,5.3,0,1,69.1
1822,Libya,Africa,2012,15.0,138.3255,0.01,98,27.7,98,98,0.09,12386,7.3,0,1,71.9
1823,Armenia,Rest of Europe,2015,14.1,125.4875,4.04,94,26.3,96,94,0.09,3607,11.6,0,1,74.5
1824,Suriname,South America,2012,22.0,174.3515,5.79,84,26.3,79,84,0.58,9502,7.9,0,1,70.9
1825,Mexico,North America,2012,17.9,115.0265,3.86,99,27.7,99,99,0.16,9280,8.6,0,1,75.0
1826,Guinea-Bissau,Africa,2000,173.8,304.371,3.02,83,22.1,52,49,3.32,577,2.3,0,1,50.4
1827,Fiji,Oceania,2005,23.1,210.0095,2.03,99,26.7,97,96,0.04,4570,9.2,0,1,66.3
1828,Qatar,Middle East,2009,9.4,60.075,1.09,99,28.4,98,99,0.05,59091,9.2,0,1,78.9
1829,Bangladesh,Asia,2008,54.7,145.5585,0.003,96,20.9,96,96,0.01,897,4.8,0,1,69.1
1830,Philippines,Asia,2003,35.5,212.4255,4.42,52,22.4,85,84,0.01,1931,8.0,0,1,68.9
1831,Maldives,Asia,2012,12.1,74.337,1.23,99,24.9,99,99,0.17,8733,5.5,0,1,76.7
1832,Uganda,Africa,2006,99.6,420.308,10.97,64,21.6,62,64,3.67,655,4.6,0,1,52.8
1833,"Bahamas, The",Central America and Caribbean,2005,16.8,178.7335,9.83,93,27.1,93,93,0.66,35649,10.9,0,1,72.0
1834,Malaysia,Asia,2007,8.1,129.098,0.46,96,24.7,97,97,0.19,7850,8.8,0,1,73.9
1835,Togo,Africa,2012,83.5,282.047,1.13,84,23.2,84,84,0.87,519,4.4,0,1,58.7
1836,Turkmenistan,Asia,2003,58.6,226.9195,2.57,97,25.0,66,83,0.08,2398,9.9,0,1,64.4
1837,Barbados,Central America and Caribbean,2003,15.7,120.787,7.51,91,26.7,90,89,0.58,16197,9.1,0,1,77.7
1838,Azerbaijan,Asia,2009,39.9,137.841,1.92,74,26.3,84,81,0.1,5024,10.7,0,1,70.6
1839,Czechia,European Union,2009,3.5,100.7625,13.43,99,26.8,99,99,0.08,16161,12.3,1,0,77.1
1840,Belarus,Rest of Europe,2013,4.6,184.4715,12.58,98,26.5,98,98,0.23,6111,12.0,0,1,72.5
1841,Luxembourg,European Union,2007,3.1,78.1125,12.27,87,26.0,96,99,0.09,112418,11.7,1,0,79.4
1842,Croatia,European Union,2002,7.7,120.782,13.88,96,25.8,95,95,0.02,9962,9.8,1,0,74.7
1843,Bangladesh,Asia,2015,38.1,129.753,0.01,97,21.6,98,97,0.01,1248,5.2,0,1,71.5
1844,Lao PDR,Asia,2009,71.7,221.876,5.25,67,22.1,67,67,0.17,1485,4.5,0,1,63.8
1845,Niger,Africa,2004,181.5,284.279,0.096,72,21.1,45,43,0.29,398,1.3,0,1,52.7
1846,Saudi Arabia,Middle East,2010,12.3,94.533,0.0,98,28.1,98,98,0.13,18568,8.9,0,1,73.9
1847,Switzerland,Rest of Europe,2000,5.6,76.677,11.26,88,24.8,95,93,0.09,74013,11.4,1,0,79.7
1848,"Venezuela, RB",South America,2007,17.4,151.3355,8.89,62,26.5,67,62,0.4,8454,8.1,0,1,73.0
1849,Brazil,South America,2011,17.9,152.5765,7.13,98,26.0,98,99,0.25,8966,7.1,0,1,73.9
1850,Djibouti,Africa,2012,72.2,258.4125,0.41,81,23.9,81,81,0.36,1559,4.0,0,1,61.4
1851,Tanzania,Africa,2013,62.7,271.267,6.71,91,23.0,91,91,2.19,888,5.5,0,1,61.4
